# GT/MT combo	# dups	# losses	Total score
GT-864 to MT-0	9	7	16
GT-865 to MT-0	0	3	3
GT-866 to MT-0	4	4	8
GT-867 to MT-0	4	5	9
GT-868 to MT-0	1	4	5
GT-869 to MT-0	0	3	3
GT-870 to MT-0	2	4	6
GT-871 to MT-0	5	4	9
GT-872 to MT-0	3	12	15
GT-873 to MT-0	2	4	6
GT-874 to MT-0	1	5	6
GT-875 to MT-0	4	3	7
GT-876 to MT-0	4	7	11
GT-877 to MT-0	1	3	4
GT-878 to MT-0	4	4	8
GT-879 to MT-0	7	4	11
GT-880 to MT-0	4	14	18
GT-881 to MT-0	3	5	8
GT-883 to MT-0	6	15	21
GT-884 to MT-0	3	11	14
GT-885 to MT-0	1	6	7
GT-886 to MT-0	0	3	3
GT-888 to MT-0	1	1	2
GT-889 to MT-0	2	5	7
GT-890 to MT-0	1	2	3
GT-891 to MT-0	5	16	21
GT-892 to MT-0	4	2	6
GT-893 to MT-0	1	2	3
GT-894 to MT-0	0	4	4
GT-895 to MT-0	0	3	3
GT-896 to MT-0	4	0	4
GT-897 to MT-0	5	13	18
GT-898 to MT-0	2	9	11
GT-899 to MT-0	2	11	13
GT-900 to MT-0	1	3	4
GT-901 to MT-0	2	1	3
GT-902 to MT-0	1	1	2
GT-903 to MT-0	1	5	6
GT-904 to MT-0	1	1	2
GT-905 to MT-0	8	11	19
GT-906 to MT-0	3	4	7
GT-907 to MT-0	3	0	3
GT-908 to MT-0	4	6	10
GT-909 to MT-0	9	8	17
GT-910 to MT-0	0	1	1
GT-911 to MT-0	7	9	16
GT-912 to MT-0	1	6	7
GT-913 to MT-0	4	5	9
GT-915 to MT-0	1	3	4
GT-916 to MT-0	0	1	1
GT-917 to MT-0	2	5	7
GT-918 to MT-0	9	11	20
GT-919 to MT-0	2	6	8
GT-920 to MT-0	2	6	8
GT-921 to MT-0	2	3	5
GT-922 to MT-0	1	3	4
GT-923 to MT-0	1	9	10
GT-924 to MT-0	1	2	3
GT-925 to MT-0	2	7	9
GT-926 to MT-0	2	0	2
GT-927 to MT-0	1	6	7
GT-928 to MT-0	1	7	8
GT-929 to MT-0	3	2	5
GT-930 to MT-0	2	5	7
GT-931 to MT-0	1	8	9
GT-932 to MT-0	7	1	8
GT-933 to MT-0	7	12	19
GT-934 to MT-0	3	1	4
GT-935 to MT-0	3	9	12
GT-936 to MT-0	1	2	3
GT-937 to MT-0	0	4	4
GT-938 to MT-0	0	3	3
GT-939 to MT-0	2	3	5
GT-940 to MT-0	1	1	2
GT-941 to MT-0	4	3	7
GT-942 to MT-0	0	4	4
GT-943 to MT-0	1	3	4
GT-944 to MT-0	2	4	6
GT-945 to MT-0	3	6	9
GT-947 to MT-0	0	0	0
GT-948 to MT-0	3	3	6
GT-949 to MT-0	4	6	10
GT-950 to MT-0	1	4	5
GT-951 to MT-0	2	10	12
GT-952 to MT-0	7	3	10
GT-953 to MT-0	4	8	12
GT-954 to MT-0	5	2	7
GT-955 to MT-0	4	8	12
GT-956 to MT-0	1	10	11
GT-957 to MT-0	5	4	9
GT-958 to MT-0	3	10	13
GT-959 to MT-0	1	5	6
GT-960 to MT-0	2	2	4
GT-961 to MT-0	7	3	10
GT-962 to MT-0	8	4	12
GT-963 to MT-0	1	9	10
GT-964 to MT-0	2	12	14
GT-965 to MT-0	2	2	4
GT-966 to MT-0	0	1	1
GT-968 to MT-0	1	1	2
GT-969 to MT-0	0	2	2
GT-970 to MT-0	1	3	4
GT-971 to MT-0	3	12	15
GT-972 to MT-0	0	2	2
GT-973 to MT-0	2	2	4
GT-974 to MT-0	2	5	7
GT-975 to MT-0	2	3	5
GT-976 to MT-0	1	3	4
GT-977 to MT-0	2	6	8
GT-978 to MT-0	3	8	11
GT-979 to MT-0	2	3	5
GT-980 to MT-0	3	9	12
GT-981 to MT-0	4	10	14
GT-982 to MT-0	3	11	14
GT-984 to MT-0	9	15	24
GT-985 to MT-0	11	4	15
GT-986 to MT-0	1	6	7
GT-987 to MT-0	2	2	4
GT-988 to MT-0	3	4	7
GT-989 to MT-0	1	4	5
GT-990 to MT-0	2	5	7
GT-991 to MT-0	1	2	3
GT-992 to MT-0	0	2	2
GT-993 to MT-0	6	10	16
GT-994 to MT-0	0	2	2
GT-995 to MT-0	3	3	6
GT-996 to MT-0	2	4	6
GT-997 to MT-0	1	8	9
GT-998 to MT-0	1	6	7
GT-999 to MT-0	0	2	2
GT-1000 to MT-0	1	0	1
GT-1001 to MT-0	0	4	4
GT-1002 to MT-0	2	5	7
GT-1003 to MT-0	2	1	3
GT-1004 to MT-0	2	5	7
GT-1005 to MT-0	3	7	10
GT-1006 to MT-0	1	4	5
GT-1007 to MT-0	1	4	5
GT-1008 to MT-0	9	13	22
GT-1009 to MT-0	0	3	3
GT-1010 to MT-0	0	2	2
GT-1011 to MT-0	1	2	3
GT-1012 to MT-0	0	3	3
GT-1013 to MT-0	1	1	2
GT-1014 to MT-0	2	3	5
GT-1015 to MT-0	2	1	3
GT-1016 to MT-0	7	5	12
GT-1017 to MT-0	9	13	22
GT-1018 to MT-0	2	5	7
GT-1019 to MT-0	5	10	15
GT-1021 to MT-0	1	5	6
GT-1022 to MT-0	1	7	8
GT-1023 to MT-0	5	7	12
GT-1024 to MT-0	2	2	4
GT-1025 to MT-0	2	4	6
GT-1026 to MT-0	1	2	3
GT-1027 to MT-0	0	3	3
GT-1028 to MT-0	0	3	3
GT-1029 to MT-0	1	1	2
GT-1030 to MT-0	0	2	2
GT-1031 to MT-0	2	3	5
GT-1032 to MT-0	0	4	4
GT-1033 to MT-0	0	2	2
GT-1034 to MT-0	1	6	7
GT-1035 to MT-0	1	7	8
GT-1036 to MT-0	2	8	10
GT-1037 to MT-0	2	4	6
GT-1038 to MT-0	5	12	17
GT-1039 to MT-0	3	1	4
GT-1040 to MT-0	2	4	6
GT-1041 to MT-0	1	5	6
GT-1042 to MT-0	7	7	14
GT-1043 to MT-0	4	6	10
GT-1045 to MT-0	1	5	6
GT-1046 to MT-0	0	3	3
GT-1047 to MT-0	3	9	12
GT-1049 to MT-0	2	3	5
GT-1050 to MT-0	5	4	9
GT-1051 to MT-0	1	7	8
GT-1052 to MT-0	2	5	7
GT-1053 to MT-0	4	8	12
GT-1054 to MT-0	2	3	5
GT-1055 to MT-0	2	13	15
GT-1056 to MT-0	1	6	7
GT-1057 to MT-0	6	16	22
GT-1058 to MT-0	1	0	1
GT-1059 to MT-0	3	1	4
GT-1060 to MT-0	0	1	1
GT-1061 to MT-0	4	9	13
GT-1062 to MT-0	1	3	4
GT-1063 to MT-0	9	23	32
GT-1064 to MT-0	4	1	5
GT-1065 to MT-0	2	0	2
GT-1066 to MT-0	1	1	2
GT-1067 to MT-0	2	8	10
GT-1068 to MT-0	1	3	4
GT-1069 to MT-0	0	3	3
GT-1070 to MT-0	2	3	5
GT-1071 to MT-0	1	6	7
GT-1073 to MT-0	3	3	6
GT-1074 to MT-0	4	7	11
GT-1075 to MT-0	0	2	2
GT-1076 to MT-0	3	2	5
GT-1077 to MT-0	0	2	2
GT-1078 to MT-0	2	5	7
GT-1079 to MT-0	2	3	5
GT-1080 to MT-0	0	1	1
GT-1081 to MT-0	3	7	10
GT-1082 to MT-0	1	8	9
GT-1083 to MT-0	0	3	3
GT-1084 to MT-0	1	4	5
GT-1085 to MT-0	3	4	7
GT-1086 to MT-0	2	6	8
GT-1087 to MT-0	5	8	13
GT-1089 to MT-0	2	6	8
GT-1090 to MT-0	2	9	11
GT-1091 to MT-0	2	4	6
GT-1092 to MT-0	0	3	3
GT-1093 to MT-0	0	3	3
GT-1094 to MT-0	0	3	3
GT-1095 to MT-0	2	9	11
GT-1096 to MT-0	1	2	3
GT-1097 to MT-0	5	13	18
GT-1098 to MT-0	1	3	4
GT-1099 to MT-0	1	4	5
GT-1100 to MT-0	1	5	6
GT-1101 to MT-0	1	4	5
GT-1102 to MT-0	1	1	2
GT-1103 to MT-0	1	6	7
GT-1104 to MT-0	3	4	7
GT-1105 to MT-0	14	9	23
GT-1106 to MT-0	1	4	5
GT-1107 to MT-0	2	5	7
GT-1108 to MT-0	3	5	8
GT-1109 to MT-0	7	0	7
GT-1110 to MT-0	0	2	2
GT-1111 to MT-0	2	6	8
GT-1112 to MT-0	4	1	5
GT-1113 to MT-0	3	11	14
GT-1114 to MT-0	3	10	13
GT-1115 to MT-0	7	9	16
GT-1116 to MT-0	4	7	11
GT-1117 to MT-0	1	6	7
GT-1118 to MT-0	2	3	5
GT-1119 to MT-0	2	3	5
GT-1120 to MT-0	2	3	5
GT-1121 to MT-0	2	4	6
GT-1122 to MT-0	2	2	4
GT-1123 to MT-0	5	6	11
GT-1124 to MT-0	3	2	5
GT-1125 to MT-0	1	8	9
GT-1127 to MT-0	7	14	21
GT-1128 to MT-0	4	5	9
GT-1129 to MT-0	0	2	2
GT-1130 to MT-0	9	8	17
GT-1131 to MT-0	1	4	5
GT-1132 to MT-0	0	2	2
GT-1133 to MT-0	0	3	3
GT-1134 to MT-0	1	5	6
GT-1136 to MT-0	0	3	3
GT-1137 to MT-0	4	9	13
GT-1138 to MT-0	2	6	8
GT-1139 to MT-0	5	12	17
GT-1140 to MT-0	3	9	12
GT-1141 to MT-0	2	5	7
GT-1142 to MT-0	2	3	5
GT-1143 to MT-0	3	4	7
GT-1144 to MT-0	1	5	6
GT-1145 to MT-0	2	3	5
GT-1146 to MT-0	0	2	2
GT-1147 to MT-0	1	3	4
GT-1148 to MT-0	0	1	1
GT-1150 to MT-0	2	5	7
GT-1151 to MT-0	3	4	7
GT-1152 to MT-0	5	7	12
GT-1153 to MT-0	0	3	3
GT-1154 to MT-0	2	6	8
GT-1155 to MT-0	0	1	1
GT-1156 to MT-0	2	9	11
GT-1157 to MT-0	3	1	4
GT-1158 to MT-0	1	2	3
GT-1159 to MT-0	1	2	3
GT-1160 to MT-0	2	4	6
GT-1161 to MT-0	1	6	7
GT-1162 to MT-0	0	3	3
GT-1163 to MT-0	1	1	2
GT-1164 to MT-0	1	2	3
GT-1165 to MT-0	9	2	11
GT-1167 to MT-0	0	3	3
GT-1168 to MT-0	4	10	14
GT-1169 to MT-0	2	4	6
GT-1170 to MT-0	1	3	4
GT-1171 to MT-0	6	3	9
GT-1172 to MT-0	2	5	7
GT-1173 to MT-0	0	2	2
GT-1174 to MT-0	1	5	6
GT-1175 to MT-0	4	1	5
GT-1176 to MT-0	1	0	1
GT-1177 to MT-0	7	6	13
GT-1178 to MT-0	1	3	4
GT-1179 to MT-0	3	3	6
GT-1181 to MT-0	1	4	5
GT-1182 to MT-0	0	2	2
GT-1183 to MT-0	0	0	0
GT-1184 to MT-0	0	4	4
GT-1185 to MT-0	5	4	9
GT-1186 to MT-0	0	0	0
GT-1187 to MT-0	3	0	3
GT-1188 to MT-0	3	10	13
GT-1189 to MT-0	2	3	5
GT-1190 to MT-0	2	8	10
GT-1191 to MT-0	0	4	4
GT-1192 to MT-0	1	2	3
GT-1194 to MT-0	4	10	14
GT-1195 to MT-0	4	9	13
GT-1196 to MT-0	3	2	5
GT-1197 to MT-0	9	12	21
GT-1198 to MT-0	1	3	4
GT-1199 to MT-0	6	4	10
GT-1200 to MT-0	2	3	5
GT-1201 to MT-0	2	4	6
GT-1202 to MT-0	4	1	5
GT-1203 to MT-0	8	10	18
GT-1204 to MT-0	4	8	12
GT-1205 to MT-0	3	7	10
GT-1206 to MT-0	8	10	18
GT-1207 to MT-0	2	2	4
GT-1208 to MT-0	7	0	7
GT-1209 to MT-0	1	5	6
GT-1210 to MT-0	2	5	7
GT-1211 to MT-0	4	7	11
GT-1212 to MT-0	3	7	10
GT-1213 to MT-0	1	3	4
GT-1214 to MT-0	1	4	5
GT-1215 to MT-0	4	16	20
GT-1216 to MT-0	3	12	15
GT-1217 to MT-0	5	13	18
GT-1218 to MT-0	2	2	4
GT-1219 to MT-0	3	4	7
GT-1220 to MT-0	1	6	7
GT-1221 to MT-0	6	19	25
GT-1222 to MT-0	1	9	10
GT-1223 to MT-0	2	3	5
GT-1224 to MT-0	2	5	7
GT-1225 to MT-0	2	6	8
GT-1226 to MT-0	1	5	6
GT-1227 to MT-0	1	4	5
GT-1228 to MT-0	7	2	9
GT-1229 to MT-0	0	1	1
GT-1230 to MT-0	0	1	1
GT-1231 to MT-0	3	6	9
GT-1232 to MT-0	3	3	6
GT-1233 to MT-0	1	3	4
GT-1234 to MT-0	2	5	7
GT-1235 to MT-0	2	7	9
GT-1236 to MT-0	3	9	12
GT-1237 to MT-0	2	4	6
GT-1238 to MT-0	2	6	8
GT-1239 to MT-0	6	11	17
GT-1240 to MT-0	1	5	6
GT-1241 to MT-0	0	2	2
GT-1242 to MT-0	2	10	12
GT-1243 to MT-0	9	10	19
GT-1244 to MT-0	1	8	9
GT-1245 to MT-0	5	0	5
GT-1246 to MT-0	2	2	4
GT-1247 to MT-0	2	3	5
GT-1248 to MT-0	1	5	6
GT-1249 to MT-0	3	2	5
GT-1250 to MT-0	2	9	11
GT-1251 to MT-0	4	7	11
GT-1252 to MT-0	13	4	17
GT-1253 to MT-0	2	5	7
GT-1254 to MT-0	1	5	6
GT-1255 to MT-0	2	10	12
GT-1256 to MT-0	1	4	5
GT-1258 to MT-0	1	4	5
GT-1259 to MT-0	4	14	18
GT-1260 to MT-0	2	1	3
GT-1261 to MT-0	8	4	12
GT-1262 to MT-0	2	9	11
GT-1264 to MT-0	2	4	6
GT-1265 to MT-0	2	2	4
GT-1266 to MT-0	0	2	2
GT-1268 to MT-0	1	8	9
GT-1270 to MT-0	7	4	11
GT-1271 to MT-0	4	11	15
GT-1272 to MT-0	0	1	1
GT-1273 to MT-0	2	5	7
GT-1274 to MT-0	1	2	3
GT-1275 to MT-0	2	8	10
GT-1276 to MT-0	1	7	8
GT-1277 to MT-0	1	3	4
GT-1278 to MT-0	2	5	7
GT-1279 to MT-0	8	5	13
GT-1280 to MT-0	0	3	3
GT-1281 to MT-0	0	2	2
GT-1282 to MT-0	3	6	9
GT-1283 to MT-0	0	0	0
GT-1284 to MT-0	4	5	9
GT-1285 to MT-0	3	1	4
GT-1286 to MT-0	1	4	5
GT-1287 to MT-0	3	2	5
GT-1288 to MT-0	3	6	9
GT-1289 to MT-0	2	5	7
GT-1290 to MT-0	3	3	6
GT-1291 to MT-0	1	5	6
GT-1292 to MT-0	16	8	24
GT-1293 to MT-0	1	4	5
GT-1294 to MT-0	0	1	1
GT-1295 to MT-0	5	14	19
GT-1296 to MT-0	1	5	6
GT-1297 to MT-0	2	0	2
GT-1298 to MT-0	1	4	5
GT-1299 to MT-0	2	4	6
GT-1300 to MT-0	6	9	15
GT-1301 to MT-0	0	3	3
GT-1302 to MT-0	14	21	35
GT-1303 to MT-0	1	8	9
GT-1304 to MT-0	1	1	2
GT-1305 to MT-0	0	2	2
GT-1306 to MT-0	2	6	8
GT-1308 to MT-0	1	5	6
GT-1309 to MT-0	3	3	6
GT-1310 to MT-0	1	9	10
GT-1311 to MT-0	2	5	7
GT-1313 to MT-0	0	1	1
GT-1314 to MT-0	1	7	8
GT-1315 to MT-0	0	1	1
GT-1316 to MT-0	2	6	8
GT-1318 to MT-0	2	2	4
GT-1319 to MT-0	5	7	12
GT-1320 to MT-0	1	7	8
GT-1321 to MT-0	0	2	2
GT-1322 to MT-0	1	9	10
GT-1323 to MT-0	4	10	14
GT-1324 to MT-0	1	4	5
GT-1325 to MT-0	5	15	20
GT-1326 to MT-0	1	3	4
GT-1327 to MT-0	1	6	7
GT-1328 to MT-0	1	5	6
GT-1330 to MT-0	0	3	3
GT-1331 to MT-0	2	7	9
GT-1332 to MT-0	0	3	3
GT-1333 to MT-0	0	3	3
GT-1334 to MT-0	0	3	3
GT-1335 to MT-0	6	10	16
GT-1336 to MT-0	1	2	3
GT-1337 to MT-0	5	7	12
GT-1338 to MT-0	5	14	19
GT-1339 to MT-0	1	3	4
GT-1340 to MT-0	2	7	9
GT-1341 to MT-0	2	2	4
GT-1342 to MT-0	3	8	11
GT-1343 to MT-0	4	10	14
GT-1344 to MT-0	0	1	1
GT-1345 to MT-0	2	5	7
GT-1346 to MT-0	0	2	2
GT-1347 to MT-0	5	6	11
GT-1348 to MT-0	2	4	6
GT-1349 to MT-0	3	0	3
GT-1350 to MT-0	6	8	14
GT-1351 to MT-0	4	9	13
GT-1352 to MT-0	0	3	3
GT-1353 to MT-0	2	1	3
GT-1354 to MT-0	1	6	7
GT-1355 to MT-0	1	6	7
GT-1356 to MT-0	0	3	3
GT-1357 to MT-0	0	1	1
GT-1358 to MT-0	2	3	5
GT-1359 to MT-0	0	1	1
GT-1360 to MT-0	2	7	9
GT-1361 to MT-0	2	4	6
GT-1362 to MT-0	3	10	13
GT-1363 to MT-0	2	6	8
GT-1364 to MT-0	4	5	9
GT-1365 to MT-0	1	6	7
GT-1366 to MT-0	5	17	22
GT-1367 to MT-0	1	2	3
GT-1368 to MT-0	2	3	5
GT-1369 to MT-0	2	6	8
GT-1370 to MT-0	1	6	7
GT-1371 to MT-0	1	1	2
GT-1372 to MT-0	2	3	5
GT-1373 to MT-0	1	5	6
GT-1375 to MT-0	1	4	5
GT-1376 to MT-0	4	10	14
GT-1378 to MT-0	1	6	7
GT-1380 to MT-0	1	5	6
GT-1381 to MT-0	1	4	5
GT-1382 to MT-0	2	5	7
GT-1383 to MT-0	0	5	5
GT-1384 to MT-0	1	3	4
GT-1385 to MT-0	3	8	11
GT-1386 to MT-0	4	14	18
GT-1387 to MT-0	1	8	9
GT-1388 to MT-0	2	6	8
GT-1389 to MT-0	4	5	9
GT-1390 to MT-0	0	3	3
GT-1391 to MT-0	1	8	9
GT-1392 to MT-0	1	4	5
GT-1395 to MT-0	7	20	27
GT-1396 to MT-0	5	7	12
GT-1397 to MT-0	3	6	9
GT-1398 to MT-0	1	3	4
GT-1399 to MT-0	4	10	14
GT-1400 to MT-0	3	0	3
GT-1401 to MT-0	1	2	3
GT-1402 to MT-0	0	1	1
GT-1403 to MT-0	0	2	2
GT-1405 to MT-0	5	2	7
GT-1406 to MT-0	6	16	22
GT-1407 to MT-0	1	1	2
GT-1408 to MT-0	1	4	5
GT-1409 to MT-0	1	6	7
GT-1410 to MT-0	4	4	8
GT-1412 to MT-0	3	9	12
GT-1413 to MT-0	2	5	7
GT-1414 to MT-0	0	0	0
GT-1415 to MT-0	2	8	10
GT-1416 to MT-0	1	5	6
GT-1417 to MT-0	3	5	8
GT-1418 to MT-0	8	6	14
GT-1419 to MT-0	5	13	18
GT-1420 to MT-0	3	8	11
GT-1421 to MT-0	1	4	5
GT-1422 to MT-0	2	2	4
GT-1423 to MT-0	5	8	13
GT-1424 to MT-0	0	3	3
GT-1425 to MT-0	3	5	8
GT-1426 to MT-0	2	8	10
GT-1427 to MT-0	4	8	12
GT-1428 to MT-0	4	7	11
GT-1429 to MT-0	3	3	6
GT-1430 to MT-0	7	2	9
GT-1431 to MT-0	1	6	7
GT-1432 to MT-0	3	4	7
GT-1433 to MT-0	0	1	1
GT-1434 to MT-0	8	10	18
GT-1435 to MT-0	3	5	8
GT-1436 to MT-0	4	4	8
GT-1437 to MT-0	2	8	10
GT-1438 to MT-0	1	6	7
GT-1439 to MT-0	0	3	3
GT-1440 to MT-0	2	3	5
GT-1441 to MT-0	3	4	7
GT-1442 to MT-0	4	0	4
GT-1443 to MT-0	1	3	4
GT-1444 to MT-0	0	3	3
GT-1445 to MT-0	4	7	11
GT-1446 to MT-0	2	4	6
GT-1447 to MT-0	5	10	15
GT-1448 to MT-0	6	12	18
GT-1449 to MT-0	0	1	1
GT-1450 to MT-0	2	3	5
GT-1451 to MT-0	1	3	4
GT-1452 to MT-0	2	6	8
GT-1453 to MT-0	0	2	2
GT-1454 to MT-0	3	3	6
GT-1455 to MT-0	1	3	4
GT-1456 to MT-0	2	4	6
GT-1457 to MT-0	2	5	7
GT-1458 to MT-0	0	4	4
GT-1459 to MT-0	8	16	24
GT-1460 to MT-0	0	3	3
GT-1461 to MT-0	1	3	4
GT-1462 to MT-0	0	1	1
GT-1463 to MT-0	2	4	6
GT-1464 to MT-0	4	4	8
GT-1465 to MT-0	2	9	11
GT-1466 to MT-0	1	2	3
GT-1467 to MT-0	0	4	4
GT-1468 to MT-0	1	5	6
GT-1469 to MT-0	1	2	3
GT-1470 to MT-0	5	8	13
GT-1471 to MT-0	1	7	8
GT-1472 to MT-0	2	1	3
GT-1473 to MT-0	0	3	3
GT-1474 to MT-0	1	3	4
GT-1475 to MT-0	5	22	27
GT-1476 to MT-0	6	5	11
GT-1477 to MT-0	6	20	26
GT-1479 to MT-0	2	7	9
GT-1480 to MT-0	1	2	3
GT-1481 to MT-0	9	7	16
GT-1482 to MT-0	2	3	5
GT-1484 to MT-0	1	7	8
GT-1485 to MT-0	0	2	2
GT-1486 to MT-0	1	6	7
GT-1487 to MT-0	2	3	5
GT-1488 to MT-0	6	2	8
GT-1489 to MT-0	5	6	11
GT-1491 to MT-0	0	5	5
GT-1492 to MT-0	2	6	8
GT-1493 to MT-0	1	2	3
GT-1494 to MT-0	0	4	4
GT-1495 to MT-0	3	4	7
GT-1496 to MT-0	2	4	6
GT-1497 to MT-0	2	10	12
GT-1498 to MT-0	2	7	9
GT-1499 to MT-0	2	4	6
GT-1500 to MT-0	1	3	4
GT-1502 to MT-0	4	10	14
GT-1503 to MT-0	4	11	15
GT-1504 to MT-0	1	6	7
GT-1505 to MT-0	1	2	3
GT-1506 to MT-0	3	7	10
GT-1507 to MT-0	1	4	5
GT-1508 to MT-0	2	9	11
GT-1509 to MT-0	5	9	14
GT-1510 to MT-0	1	5	6
GT-1511 to MT-0	3	4	7
GT-1512 to MT-0	1	6	7
GT-1513 to MT-0	4	6	10
GT-1514 to MT-0	2	8	10
GT-1515 to MT-0	2	12	14
GT-1516 to MT-0	13	8	21
GT-1517 to MT-0	2	7	9
GT-1518 to MT-0	10	15	25
GT-1519 to MT-0	4	6	10
GT-1520 to MT-0	2	9	11
GT-1521 to MT-0	9	16	25
GT-1522 to MT-0	1	5	6
GT-1524 to MT-0	1	0	1
GT-1525 to MT-0	0	1	1
GT-1526 to MT-0	1	3	4
GT-1528 to MT-0	0	5	5
GT-1529 to MT-0	1	5	6
GT-1530 to MT-0	4	8	12
GT-1531 to MT-0	3	4	7
GT-1532 to MT-0	0	2	2
GT-1533 to MT-0	0	3	3
GT-1534 to MT-0	10	17	27
GT-1535 to MT-0	1	5	6
GT-1536 to MT-0	0	4	4
GT-1537 to MT-0	0	5	5
GT-1538 to MT-0	3	5	8
GT-1539 to MT-0	3	9	12
GT-1540 to MT-0	4	9	13
GT-1541 to MT-0	3	4	7
GT-1542 to MT-0	2	2	4
GT-1543 to MT-0	0	4	4
GT-1544 to MT-0	4	8	12
GT-1545 to MT-0	0	1	1
GT-1546 to MT-0	7	4	11
GT-1547 to MT-0	1	2	3
GT-1548 to MT-0	3	6	9
GT-1549 to MT-0	3	8	11
GT-1550 to MT-0	1	3	4
GT-1551 to MT-0	0	1	1
GT-1552 to MT-0	2	4	6
GT-1553 to MT-0	2	3	5
GT-1554 to MT-0	0	3	3
GT-1555 to MT-0	3	8	11
GT-1556 to MT-0	1	11	12
GT-1557 to MT-0	1	3	4
GT-1558 to MT-0	3	2	5
GT-1559 to MT-0	0	1	1
GT-1561 to MT-0	1	4	5
GT-1562 to MT-0	2	9	11
GT-1563 to MT-0	4	8	12
GT-1564 to MT-0	2	2	4
GT-1565 to MT-0	7	23	30
GT-1566 to MT-0	5	11	16
GT-1567 to MT-0	1	8	9
GT-1568 to MT-0	2	7	9
GT-1569 to MT-0	1	8	9
GT-1570 to MT-0	4	1	5
GT-1571 to MT-0	1	1	2
GT-1572 to MT-0	3	6	9
GT-1573 to MT-0	3	4	7
GT-1574 to MT-0	3	5	8
GT-1575 to MT-0	0	3	3
GT-1576 to MT-0	4	9	13
GT-1578 to MT-0	0	3	3
GT-1579 to MT-0	6	4	10
GT-1580 to MT-0	3	1	4
GT-1581 to MT-0	0	1	1
GT-1582 to MT-0	1	3	4
GT-1583 to MT-0	2	4	6
GT-1584 to MT-0	3	5	8
GT-1585 to MT-0	1	2	3
GT-1586 to MT-0	0	3	3
GT-1587 to MT-0	1	6	7
GT-1588 to MT-0	2	4	6
GT-1589 to MT-0	2	3	5
GT-1590 to MT-0	0	2	2
GT-1591 to MT-0	0	0	0
GT-1592 to MT-0	0	2	2
GT-1593 to MT-0	0	3	3
GT-1594 to MT-0	3	9	12
GT-1595 to MT-0	17	9	26
GT-1596 to MT-0	3	1	4
GT-1597 to MT-0	1	2	3
GT-1598 to MT-0	0	1	1
GT-1600 to MT-0	2	7	9
GT-1601 to MT-0	1	5	6
GT-1603 to MT-0	1	4	5
GT-1604 to MT-0	0	3	3
GT-1605 to MT-0	2	8	10
GT-1606 to MT-0	7	11	18
GT-1607 to MT-0	7	13	20
GT-1608 to MT-0	11	11	22
GT-1609 to MT-0	2	7	9
GT-1610 to MT-0	1	6	7
GT-1611 to MT-0	0	2	2
GT-1612 to MT-0	6	6	12
GT-1613 to MT-0	5	6	11
GT-1614 to MT-0	0	3	3
GT-1615 to MT-0	1	0	1
GT-1616 to MT-0	1	1	2
GT-1617 to MT-0	2	4	6
GT-1618 to MT-0	1	4	5
GT-1619 to MT-0	2	10	12
GT-1620 to MT-0	3	10	13
GT-1621 to MT-0	4	3	7
GT-1622 to MT-0	2	4	6
GT-1623 to MT-0	1	5	6
GT-1624 to MT-0	2	2	4
GT-1625 to MT-0	0	2	2
GT-1626 to MT-0	2	6	8
GT-1627 to MT-0	1	7	8
GT-1628 to MT-0	2	4	6
GT-1629 to MT-0	5	11	16
GT-1630 to MT-0	0	2	2
GT-1632 to MT-0	1	3	4
GT-1633 to MT-0	8	4	12
GT-1634 to MT-0	6	3	9
GT-1635 to MT-0	1	4	5
GT-1636 to MT-0	0	3	3
GT-1637 to MT-0	3	4	7
GT-1638 to MT-0	2	0	2
GT-1639 to MT-0	2	5	7
GT-1641 to MT-0	2	5	7
GT-1642 to MT-0	4	5	9
GT-1643 to MT-0	3	5	8
GT-1644 to MT-0	1	2	3
GT-1645 to MT-0	0	1	1
GT-1646 to MT-0	3	4	7
GT-1648 to MT-0	0	2	2
GT-1649 to MT-0	0	3	3
GT-1650 to MT-0	1	2	3
GT-1651 to MT-0	1	6	7
GT-1652 to MT-0	6	15	21
GT-1653 to MT-0	12	12	24
GT-1654 to MT-0	4	6	10
GT-1655 to MT-0	1	2	3
GT-1656 to MT-0	8	7	15
GT-1657 to MT-0	0	5	5
GT-1658 to MT-0	3	15	18
GT-1659 to MT-0	8	5	13
GT-1660 to MT-0	3	0	3
GT-1661 to MT-0	2	2	4
GT-1662 to MT-0	3	4	7
GT-1663 to MT-0	1	5	6
GT-1664 to MT-0	1	2	3
GT-1665 to MT-0	2	11	13
GT-1666 to MT-0	8	4	12
GT-1669 to MT-0	2	1	3
GT-1670 to MT-0	2	8	10
GT-1671 to MT-0	0	4	4
GT-1672 to MT-0	1	3	4
GT-1673 to MT-0	3	10	13
GT-1674 to MT-0	0	4	4
GT-1675 to MT-0	1	7	8
GT-1676 to MT-0	1	5	6
GT-1677 to MT-0	1	2	3
GT-1678 to MT-0	0	2	2
GT-1679 to MT-0	1	2	3
GT-1680 to MT-0	4	1	5
GT-1681 to MT-0	5	6	11
GT-1682 to MT-0	3	10	13
GT-1683 to MT-0	3	7	10
GT-1684 to MT-0	1	5	6
GT-1685 to MT-0	1	4	5
GT-1686 to MT-0	1	3	4
GT-1687 to MT-0	5	5	10
GT-1688 to MT-0	2	3	5
GT-1689 to MT-0	1	4	5
GT-1690 to MT-0	3	4	7
GT-1691 to MT-0	1	2	3
GT-1692 to MT-0	3	5	8
GT-1693 to MT-0	3	4	7
